method,N,dim,k,ef_search,num_queries,M,ef_construction,leaf_capacity,finger_rank,finger_warmup,pctree_partitions,mtree_pivots,vt_pivots,kmeans_clusters,hnsw_num_levels,pctree_height,mtree_height,vptree_height,vtree_height,kmeans_height,hnsw_build_sec,pctree_build_sec,mtree_build_sec,vptree_build_sec,vtree_build_sec,kmeans_build_sec,finger_build_sec,tri_build_sec,recall_at_k,avg_latency_us,speedup_vs_hnsw,recall_loss_vs_hnsw
Normal HNSW,1000000,960,30,70,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7223333332,991.275487,1,0
HNSW -> TRI,1000000,960,30,70,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7223333332,656.655275,1.509582767,0
HNSW + FINGER,1000000,960,30,70,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.3967333377,264.77278,3.743872338,0.3255999955
MTree -> HNSW,1000000,960,30,70,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7215999997,495.403618,2.000945191,0.0007333334833
MTree -> TRI,1000000,960,30,70,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7215999997,417.186574,2.376096329,0.0007333334833
MTree -> FINGER,1000000,960,30,70,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.3922000045,223.802718,4.429237928,0.3301333287
PCTree -> HNSW,1000000,960,30,70,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7221999992,445.793101,2.223622314,0.0001333340406
PCTree -> TRI,1000000,960,30,70,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7221999992,398.073941,2.490179298,0.0001333340406
PCTree -> FINGER,1000000,960,30,70,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.3935333379,197.446227,5.020483309,0.3287999953
VPTree -> HNSW,1000000,960,30,70,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7217999997,484.231073,2.047112509,0.0005333334506
VPTree -> TRI,1000000,960,30,70,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7217999997,421.382402,2.352436842,0.0005333334506
VPTree -> FINGER,1000000,960,30,70,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.3967666712,211.29994,4.691319302,0.325566662
VTree -> HNSW,1000000,960,30,70,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7200999999,2047.321128,0.4841817307,0.002233333305
VTree -> TRI,1000000,960,30,70,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7200999999,1779.79252,0.5569612614,0.002233333305
VTree -> FINGER,1000000,960,30,70,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.3974666716,1492.782134,0.664045653,0.3248666616
KMeansTree -> HNSW,1000000,960,30,70,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7235666662,501.17512,1.977902429,-0.001233332977
KMeansTree -> TRI,1000000,960,30,70,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7235666662,425.171591,2.331471594,-0.001233332977
KMeansTree -> FINGER,1000000,960,30,70,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.3964333382,215.203059,4.606233255,0.325899995
Normal HNSW,1000000,960,30,80,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7466666655,1102.131074,1,0
HNSW -> TRI,1000000,960,30,80,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7466666655,758.385707,1.45325929,0
HNSW + FINGER,1000000,960,30,80,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.4240000043,293.617814,3.753624683,0.3226666611
MTree -> HNSW,1000000,960,30,80,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7446333323,544.504105,2.024100579,0.002033333153
MTree -> TRI,1000000,960,30,80,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7446333323,462.128929,2.384899548,0.002033333153
MTree -> FINGER,1000000,960,30,80,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.4195333377,241.550892,4.56272823,0.3271333278
PCTree -> HNSW,1000000,960,30,80,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7465333322,489.655139,2.25083122,0.0001333333105
PCTree -> TRI,1000000,960,30,80,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7465333322,444.56025,2.479148943,0.0001333333105
PCTree -> FINGER,1000000,960,30,80,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.4216666714,214.78381,5.131350794,0.324999994
VPTree -> HNSW,1000000,960,30,80,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7460999992,526.597727,2.092927898,0.0005666662604
VPTree -> TRI,1000000,960,30,80,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7460999992,466.911183,2.360472643,0.0005666662604
VPTree -> FINGER,1000000,960,30,80,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.4228000048,228.721182,4.818666397,0.3238666607
VTree -> HNSW,1000000,960,30,80,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7450333325,2119.204711,0.5200682446,0.001633332923
VTree -> TRI,1000000,960,30,80,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7450333325,1842.49851,0.59817203,0.001633332923
VTree -> FINGER,1000000,960,30,80,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.4237000045,1522.176713,0.7240493594,0.322966661
KMeansTree -> HNSW,1000000,960,30,80,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7470333323,551.91592,1.996918433,-0.0003666668683
KMeansTree -> TRI,1000000,960,30,80,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7470333323,472.372026,2.333184468,-0.0003666668683
KMeansTree -> FINGER,1000000,960,30,80,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.4234000043,232.934208,4.731512316,0.3232666612
Normal HNSW,1000000,960,30,90,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7665999976,1213.836299,1,0
HNSW -> TRI,1000000,960,30,90,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7665999976,861.063067,1.409694999,0
HNSW + FINGER,1000000,960,30,90,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.4475000041,322.530802,3.763474036,0.3190999935
MTree -> HNSW,1000000,960,30,90,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7666666644,599.999847,2.023061014,-6.666684151e-05
MTree -> TRI,1000000,960,30,90,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7666666644,509.92549,2.380418949,-6.666684151e-05
MTree -> FINGER,1000000,960,30,90,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.4448333374,259.048792,4.685743908,0.3217666601
PCTree -> HNSW,1000000,960,30,90,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7672333311,531.705221,2.282912131,-0.0006333335042
PCTree -> TRI,1000000,960,30,90,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7672333311,490.061867,2.476904205,-0.0006333335042
PCTree -> FINGER,1000000,960,30,90,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.447633338,231.105049,5.252314063,0.3189666596
VPTree -> HNSW,1000000,960,30,90,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.766299998,569.491046,2.131440534,0.0002999996245
VPTree -> TRI,1000000,960,30,90,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.766299998,512.338508,2.369207624,0.0002999996245
VPTree -> FINGER,1000000,960,30,90,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.4446333382,246.441877,4.925446575,0.3219666594
VTree -> HNSW,1000000,960,30,90,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7653333318,2196.855657,0.552533479,0.001266665801
VTree -> TRI,1000000,960,30,90,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7653333318,1909.947886,0.6355337273,0.001266665801
VTree -> FINGER,1000000,960,30,90,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.4484333374,1553.804661,0.7812026373,0.3181666602
KMeansTree -> HNSW,1000000,960,30,90,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7683333311,608.093172,1.996135387,-0.001733333558
KMeansTree -> TRI,1000000,960,30,90,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7683333311,522.768514,2.321938423,-0.001733333558
KMeansTree -> FINGER,1000000,960,30,90,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.4491333375,251.19793,4.832190691,0.3174666601
Normal HNSW,1000000,960,30,100,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7844666643,1321.831979,1,0
HNSW -> TRI,1000000,960,30,100,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7844666643,960.533742,1.376143202,0
HNSW + FINGER,1000000,960,30,100,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.4683000039,351.375451,3.761879139,0.3161666603
MTree -> HNSW,1000000,960,30,100,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7839666644,652.544533,2.025657886,0.0004999998659
MTree -> TRI,1000000,960,30,100,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7839666644,555.451138,2.379744839,0.0004999998659
MTree -> FINGER,1000000,960,30,100,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.4647000044,276.314812,4.783789799,0.3197666599
PCTree -> HNSW,1000000,960,30,100,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7838666642,574.73137,2.299912704,0.0006000000983
PCTree -> TRI,1000000,960,30,100,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7838666642,535.249807,2.46956087,0.0006000000983
PCTree -> FINGER,1000000,960,30,100,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.4690333378,248.601773,5.317065776,0.3154333265
VPTree -> HNSW,1000000,960,30,100,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.783166664,612.177467,2.159230044,0.001300000221
VPTree -> TRI,1000000,960,30,100,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.783166664,556.932273,2.37341602,0.001300000221
VPTree -> FINGER,1000000,960,30,100,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.4668000041,263.555874,5.01537666,0.3176666601
VTree -> HNSW,1000000,960,30,100,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7826666641,2268.668617,0.582646566,0.001800000176
VTree -> TRI,1000000,960,30,100,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7826666641,1974.539394,0.6694381399,0.001800000176
VTree -> FINGER,1000000,960,30,100,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.4713333374,1583.243433,0.8348886542,0.3131333268
KMeansTree -> HNSW,1000000,960,30,100,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7849333305,663.435939,1.992403337,-0.0004666662812
KMeansTree -> TRI,1000000,960,30,100,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.7849333305,571.255654,2.313906164,-0.0004666662812
KMeansTree -> FINGER,1000000,960,30,100,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.4700666704,269.847461,4.898441416,0.3143999939
Normal HNSW,1000000,960,30,110,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.798166664,1429.314496,1,0
HNSW -> TRI,1000000,960,30,110,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.798166664,1060.940308,1.347214811,0
HNSW + FINGER,1000000,960,30,110,1000,16,200,64,16,8,4,5,2,4,6,7,9,14,1103,24,2199.695805,190.8989664,75.93309096,13.80982468,1141.746871,524.9029904,287.1480834,7.729237131,0.4895333376,379.233518,3.76895614,0.3086333264
