method,N,dim,k,ef_search,num_queries,M,ef_construction,leaf_capacity,finger_rank,finger_warmup,pctree_partitions,pctree_leaf_clusters,mtree_pivots,mtree_leaf_clusters,vpt_leaf_clusters,kmeans_clusters,kmeans_leaf_clusters,hnsw_num_levels,pctree_height,mtree_height,vptree_height,kmeans_height,hnsw_build_sec,pctree_build_sec,mtree_build_sec,vptree_build_sec,kmeans_build_sec,finger_build_sec,tri_build_sec,recall_at_k,avg_latency_us,speedup_vs_hnsw,recall_loss_vs_hnsw,avg_hnsw_level_0_time_us,avg_hnsw_level_1_time_us,avg_hnsw_level_2_time_us,avg_hnsw_level_3_time_us,avg_hnsw_level_4_time_us,avg_hnsw_level_5_time_us,avg_hnsw_tri_level0_time_us,avg_hnsw_finger_level0_time_us,avg_pctree_lookup_time_us,avg_mtree_lookup_time_us,avg_vptree_lookup_time_us,avg_kmeans_tree_lookup_time_us
KMeansTree -> FINGER Multi,1000000,128,30,50,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.6286566697,63.8554265,2.625658327,0.27990999,148.097912,6.1118259,5.5669606,4.2736011,1.4337479,0.1881161,66.6016454,66.7742886,4.7578883,8.1670467,4.3346821,7.8025928
Normal HNSW,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9288333262,191.1384732,1,0,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
HNSW -> TRI,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9288299928,91.3552534,2.092254863,3.333336115e-06,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
HNSW + FINGER,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.6754900016,83.7802943,2.281425182,0.2533433245,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
MTree -> HNSW,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9287866594,87.1928971,2.192133529,4.666675329e-05,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
MTree -> TRI,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9287866594,67.4827192,2.832406214,4.666675329e-05,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
MTree -> FINGER,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.6667266688,72.635431,2.631477098,0.2621066574,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
MTree -> HNSW Multi,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9289466595,70.1964065,2.722909658,-0.0001133333117,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
MTree -> TRI Multi,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9289466595,62.8645443,3.040481329,-0.0001133333117,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
MTree -> FINGER Multi,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.6686700021,67.1065002,2.848285526,0.2601633241,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
PCTree -> HNSW,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9288666593,93.9294042,2.034916274,-3.333310038e-05,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
PCTree -> TRI,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9288666593,76.837097,2.487580617,-3.333310038e-05,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
PCTree -> FINGER,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.6721866687,78.1137059,2.446926196,0.2566466575,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
PCTree -> HNSW Multi,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9288666594,88.2143624,2.166750039,-3.333328217e-05,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
PCTree -> TRI Multi,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9288666594,75.9148919,2.517799452,-3.333328217e-05,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
PCTree -> FINGER Multi,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.6722233352,77.8067125,2.456580764,0.256609991,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
VPTree -> HNSW,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9287899928,101.3124367,1.886623986,4.333336204e-05,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
VPTree -> TRI,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9287899928,82.522154,2.316207999,4.333336204e-05,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
VPTree -> FINGER,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.672143335,81.8890724,2.334114523,0.2566899912,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
VPTree -> HNSW Multi,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9290866594,96.1079438,1.988789539,-0.0002533332169,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
VPTree -> TRI Multi,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9290866594,79.899957,2.392222479,-0.0002533332169,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
VPTree -> FINGER Multi,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.6712466685,78.5104698,2.434560304,0.2575866577,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
KMeansTree -> HNSW,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9290366595,100.2009565,1.907551384,-0.0002033333212,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
KMeansTree -> TRI,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9290366595,78.6131119,2.431381592,-0.0002033333212,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
KMeansTree -> FINGER,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.6718933351,74.3537098,2.570664917,0.2569399911,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
KMeansTree -> HNSW Multi,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9289199928,87.2241025,2.191349268,-8.66666466e-05,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
KMeansTree -> TRI Multi,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9289199928,75.1016271,2.545064343,-8.66666466e-05,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
KMeansTree -> FINGER Multi,1000000,128,30,60,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.6727833348,72.634781,2.631500647,0.2560499913,171.1681955,6.0640244,5.5399902,4.3297284,1.4902745,0.1935906,82.6657683,79.3870597,4.8775302,8.32328,4.4284852,7.8365496
Normal HNSW,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9433699927,214.696446,1,0,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
HNSW -> TRI,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9433666594,109.4570118,1.961468183,3.333330154e-06,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
HNSW + FINGER,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.7102533338,96.707043,2.220070424,0.2331166589,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
MTree -> HNSW,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9435566594,97.4708284,2.202673862,-0.0001866666332,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
MTree -> TRI,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9435566594,79.593042,2.69742732,-0.0001866666332,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
MTree -> FINGER,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.7034433341,84.0900269,2.553173711,0.2399266586,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
MTree -> HNSW Multi,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9436299927,80.510513,2.666688337,-0.0002599999443,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
MTree -> TRI Multi,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9436299927,74.4947921,2.882032958,-0.0002599999443,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
MTree -> FINGER Multi,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.7042933343,78.1765655,2.746301844,0.2390766584,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
PCTree -> HNSW,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9435933261,103.7640115,2.069083904,-0.0002233333364,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
PCTree -> TRI,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9435933261,89.6868465,2.393845412,-0.0002233333364,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
PCTree -> FINGER,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.7086133339,89.7896597,2.391104351,0.2347566588,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
PCTree -> HNSW Multi,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9435866594,97.9862427,2.191087647,-0.0002166666731,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
PCTree -> TRI Multi,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9435866594,88.6913728,2.42071398,-0.0002166666731,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
PCTree -> FINGER Multi,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.708503334,89.6285544,2.395402307,0.2348666587,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
VPTree -> HNSW,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9437733261,112.9066993,1.901538592,-0.0004033333316,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
VPTree -> TRI,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9437733261,96.8885726,2.21591092,-0.0004033333316,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
VPTree -> FINGER,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.7085933339,93.8049025,2.288755068,0.2347766588,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
VPTree -> HNSW Multi,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9434333261,108.8762297,1.971931308,-6.333333552e-05,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
VPTree -> TRI Multi,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9434333261,92.8748976,2.311673569,-6.333333552e-05,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
VPTree -> FINGER Multi,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.7076433336,89.1884153,2.407223464,0.2357266591,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
KMeansTree -> HNSW,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9434199928,111.031763,1.933648896,-5.000004619e-05,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
KMeansTree -> TRI,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9434199928,90.0977106,2.382928984,-5.000004619e-05,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
KMeansTree -> FINGER,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.7082600007,84.1845796,2.55030609,0.2351099921,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
KMeansTree -> HNSW Multi,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9435466594,96.7515407,2.219049376,-0.0001766666874,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
KMeansTree -> TRI Multi,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9435466594,86.2110455,2.490358918,-0.0001766666874,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
KMeansTree -> FINGER Multi,1000000,128,30,70,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.7088100005,82.7413085,2.594791524,0.2345599922,194.4370363,6.0116413,5.504057,4.3487269,1.5185872,0.2139336,100.1019372,92.0124372,4.9707449,8.3656427,4.4777672,7.9629434
Normal HNSW,1000000,128,30,80,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9541199926,239.7714226,1,0,219.0344585,5.9923108,5.4957745,4.3787478,1.580036,0.2435061,120.4228416,105.5872324,5.1298837,8.4772596,4.5494316,8.113553
HNSW -> TRI,1000000,128,30,80,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9541199926,130.6263961,1.835551081,0,219.0344585,5.9923108,5.4957745,4.3787478,1.580036,0.2435061,120.4228416,105.5872324,5.1298837,8.4772596,4.5494316,8.113553
HNSW + FINGER,1000000,128,30,80,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.7387466662,110.7212454,2.165541236,0.2153733264,219.0344585,5.9923108,5.4957745,4.3787478,1.580036,0.2435061,120.4228416,105.5872324,5.1298837,8.4772596,4.5494316,8.113553
MTree -> HNSW,1000000,128,30,80,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9542799927,109.3614346,2.192467788,-0.0001600000173,219.0344585,5.9923108,5.4957745,4.3787478,1.580036,0.2435061,120.4228416,105.5872324,5.1298837,8.4772596,4.5494316,8.113553
MTree -> TRI,1000000,128,30,80,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9542799927,92.3653159,2.595903238,-0.0001600000173,219.0344585,5.9923108,5.4957745,4.3787478,1.580036,0.2435061,120.4228416,105.5872324,5.1298837,8.4772596,4.5494316,8.113553
MTree -> FINGER,1000000,128,30,80,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.7333633329,96.3021297,2.489783179,0.2207566598,219.0344585,5.9923108,5.4957745,4.3787478,1.580036,0.2435061,120.4228416,105.5872324,5.1298837,8.4772596,4.5494316,8.113553
MTree -> HNSW Multi,1000000,128,30,80,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9542633261,91.8079845,2.61166198,-0.0001433334082,219.0344585,5.9923108,5.4957745,4.3787478,1.580036,0.2435061,120.4228416,105.5872324,5.1298837,8.4772596,4.5494316,8.113553
MTree -> TRI Multi,1000000,128,30,80,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9542633261,87.0235333,2.755248075,-0.0001433334082,219.0344585,5.9923108,5.4957745,4.3787478,1.580036,0.2435061,120.4228416,105.5872324,5.1298837,8.4772596,4.5494316,8.113553
MTree -> FINGER Multi,1000000,128,30,80,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.7340766663,89.73146,2.67209987,0.2200433263,219.0344585,5.9923108,5.4957745,4.3787478,1.580036,0.2435061,120.4228416,105.5872324,5.1298837,8.4772596,4.5494316,8.113553
PCTree -> HNSW,1000000,128,30,80,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.954133326,114.9460637,2.085947225,-1.333337128e-05,219.0344585,5.9923108,5.4957745,4.3787478,1.580036,0.2435061,120.4228416,105.5872324,5.1298837,8.4772596,4.5494316,8.113553
PCTree -> TRI,1000000,128,30,80,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.954133326,103.2920221,2.321296628,-1.333337128e-05,219.0344585,5.9923108,5.4957745,4.3787478,1.580036,0.2435061,120.4228416,105.5872324,5.1298837,8.4772596,4.5494316,8.113553
PCTree -> FINGER,1000000,128,30,80,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.7383099995,101.8654854,2.35380435,0.2158099932,219.0344585,5.9923108,5.4957745,4.3787478,1.580036,0.2435061,120.4228416,105.5872324,5.1298837,8.4772596,4.5494316,8.113553
PCTree -> HNSW Multi,1000000,128,30,80,10000,16,200,64,16,8,4,3,5,3,3,4,3,6,7,8,14,10,442.0321834,64.23399803,6.211438103,3.186848673,44.66949806,16.53692738,2.376900224,0.9540999928,109.9356176,2.181016743,1.999989152e-05,219.0344585,5.9923108,5.4957745,4.3787478,1.580036,0.2435061,120.4228416,105.5872324,5.1298837,8.4772596,4.5494316,8.113553
